,t,T,s,i,f,L,o,c,h,l,v,n,x,q,V,Q,B,ma
22,1641983700000,1641983999999,ETHUSDT,5m,728746868,728748532,3250.94000000,3252.0,3253.30000000,3248.57000000,766.08040000,1665,True,2490189.53016200,398.93950000,1296817.25281500,0,
23,1641984000000,1641984299999,ETHUSDT,5m,728748533,728750478,3251.99000000,3248.41,3252.14000000,3245.00000000,1650.43300000,1946,True,5359725.26972700,1281.20310000,4160633.07339100,0,
24,1641984300000,1641984599999,ETHUSDT,5m,728750479,728752111,3248.40000000,3258.0,3258.00000000,3246.08000000,1295.52590000,1633,True,4215202.32415200,526.43680000,1712698.50369100,0,
25,1641984600000,1641984899999,ETHUSDT,5m,728752112,728753970,3258.07000000,3252.37,3258.21000000,3250.99000000,898.52870000,1859,True,2923988.94156900,463.88710000,1509536.49048900,0,
26,1641984900000,1641985199999,ETHUSDT,5m,728753971,728755350,3252.60000000,3248.14,3254.77000000,3248.01000000,530.63220000,1380,True,1725462.66457500,309.58440000,1006624.80391000,0,
27,1641985200000,1641985499999,ETHUSDT,5m,728755351,728757326,3248.14000000,3250.16,3253.18000000,3245.24000000,691.25910000,1976,True,2245789.65036800,362.45200000,1177529.22120800,0,
28,1641985500000,1641985799999,ETHUSDT,5m,728757327,728758625,3250.15000000,3252.86,3253.87000000,3248.55000000,346.87210000,1299,True,1128116.42736800,203.20350000,660895.93588200,0,
29,1641985800000,1641986099999,ETHUSDT,5m,728758626,728759939,3252.87000000,3250.85,3252.91000000,3245.06000000,587.12460000,1314,True,1906981.84084400,331.54640000,1076685.19793100,0,
30,1641986100000,1641986399999,ETHUSDT,5m,728759940,728761746,3250.84000000,3253.46,3258.32000000,3248.78000000,795.75240000,1807,True,2589913.01361500,470.33480000,1530705.50715400,0,
31,1641986400000,1641986699999,ETHUSDT,5m,728761747,728763378,3253.46000000,3256.37,3256.48000000,3249.01000000,647.10400000,1632,True,2104811.12972500,275.27390000,895364.96535400,0,
32,1641986700000,1641986999999,ETHUSDT,5m,728763379,728764758,3256.18000000,3250.95,3256.49000000,3249.66000000,530.45600000,1380,True,1724914.85073200,286.56340000,931862.38164800,0,
33,1641987000000,1641987299999,ETHUSDT,5m,728764759,728766756,3250.96000000,3251.6,3252.65000000,3247.08000000,1823.36690000,1998,True,5925618.30194800,663.14390000,2154847.25328100,0,
34,1641987300000,1641987599999,ETHUSDT,5m,728766757,728770632,3251.61000000,3271.62,3275.00000000,3240.15000000,2263.38890000,3876,True,7361435.47742500,1462.58360000,4758529.07218200,0,
35,1641987600000,1641987899999,ETHUSDT,5m,728770633,728787669,3275.00000000,3274.43,3295.96000000,3266.80000000,11913.45190000,17037,True,39111841.25930100,6999.80420000,22981537.47499600,0,
36,1641987900000,1641988199999,ETHUSDT,5m,728787670,728792443,3274.81000000,3280.97,3286.87000000,3271.27000000,3275.03460000,4774,True,10740743.90614700,1671.65270000,5482009.50938600,0,
37,1641988200000,1641988499999,ETHUSDT,5m,728792444,728795951,3280.74000000,3278.1,3281.44000000,3267.79000000,1890.36130000,3508,True,6187832.64519100,767.42830000,2512125.51072900,0,
38,1641988500000,1641988799999,ETHUSDT,5m,728795952,728798862,3278.11000000,3272.51,3282.27000000,3270.00000000,2135.45670000,2911,True,6987607.55866400,658.65570000,2156057.77180900,0,
39,1641988800000,1641989099999,ETHUSDT,5m,728798863,728802820,3272.50000000,3282.27,3283.03000000,3268.25000000,2634.23530000,3958,True,8623582.30523300,1132.64520000,3709980.00394200,0,
40,1641989100000,1641989399999,ETHUSDT,5m,728802821,728806027,3282.27000000,3278.66,3286.78000000,3278.32000000,1473.69540000,3207,True,4838502.07645500,701.03980000,2301560.20017500,0,
41,1641989400000,1641989699999,ETHUSDT,5m,728806028,728808638,3278.68000000,3278.73,3285.18000000,3277.99000000,1586.88990000,2611,True,5206494.33104900,912.89290000,2994671.67600500,0,
42,1641989700000,1641989999999,ETHUSDT,5m,728808639,728816002,3278.74000000,3290.87,3300.00000000,3277.64000000,5790.43750000,7364,True,19049482.87547100,3992.61670000,13138118.86211500,0,
43,1641990000000,1641990299999,ETHUSDT,5m,728816003,728824030,3290.88000000,3302.04,3303.33000000,3290.01000000,4840.96040000,8028,True,15960893.22849800,2995.85480000,9878726.21169100,0,
44,1641990300000,1641990599999,ETHUSDT,5m,728824031,728834695,3302.05000000,3295.31,3318.60000000,3290.00000000,5322.05980000,10665,True,17572327.59945900,3088.94660000,10202314.92516600,0,
45,1641990600000,1641990899999,ETHUSDT,5m,728834696,728840397,3295.70000000,3314.35,3320.00000000,3293.56000000,2895.87170000,5702,True,9571250.60211400,1605.14560000,5306320.03269500,0,
46,1641990900000,1641991199999,ETHUSDT,5m,728840398,728851255,3314.34000000,3313.73,3332.01000000,3310.11000000,6037.45090000,10858,True,20054276.67144000,3563.86940000,11838751.49524100,0,
47,1641991200000,1641991499999,ETHUSDT,5m,728851256,728855375,3313.72000000,3301.17,3313.90000000,3300.00000000,2295.78200000,4120,True,7595130.39677800,1039.71930000,3439795.45333800,0,
48,1641991500000,1641991799999,ETHUSDT,5m,728855376,728858599,3301.17000000,3298.61,3305.61000000,3295.50000000,1564.66090000,3224,True,5164346.01959900,781.48040000,2579697.24726300,0,
49,1641991800000,1641992099999,ETHUSDT,5m,728858600,728862134,3298.61000000,3304.65,3306.15000000,3295.88000000,2117.24230000,3535,True,6987536.47992100,1179.45340000,3892041.17243300,0,3264.2142
50,1641992100000,1641992399999,ETHUSDT,5m,728862135,728865634,3304.65000000,3316.6,3317.47000000,3304.41000000,1295.82060000,3500,True,4292170.98811600,708.30310000,2345959.70125100,0,3265.8554
51,1641992400000,1641992699999,ETHUSDT,5m,728865635,728869624,3316.59000000,3317.89,3320.00000000,3312.62000000,1998.31510000,3990,True,6627626.25787300,807.70830000,2679133.20022200,0,3267.4792
52,1641992700000,1641992999999,ETHUSDT,5m,728869625,728873040,3317.89000000,3309.24,3318.56000000,3308.19000000,1576.65370000,3416,True,5223794.33498400,893.71320000,2961318.11710400,0,3269.0240000000003
53,1641993000000,1641993299999,ETHUSDT,5m,728873041,728875918,3309.24000000,3305.57,3313.20000000,3305.17000000,1352.48010000,2878,True,4476358.05576000,734.52570000,2431023.16255400,0,3270.1756
54,1641993300000,1641993599999,ETHUSDT,5m,728875919,728879357,3305.56000000,3304.31,3307.45000000,3300.91000000,2144.01120000,3439,True,7082231.94731700,1087.24050000,3591017.06856700,0,3271.3296
55,1641993600000,1641993899999,ETHUSDT,5m,728879358,728882159,3304.31000000,3306.95,3310.94000000,3302.08000000,1125.61240000,2802,True,3720364.70417900,637.15050000,2105858.58454600,0,3272.6182
56,1641993900000,1641994199999,ETHUSDT,5m,728882160,728886460,3306.95000000,3316.65,3320.00000000,3304.14000000,2011.02900000,4301,True,6665900.52517700,1071.50180000,3550802.80505400,0,3273.9611999999997
57,1641994200000,1641994499999,ETHUSDT,5m,728886461,728907572,3316.64000000,3334.09,3354.07000000,3312.68000000,11835.96070000,21112,True,39519301.78489600,6650.00150000,22204327.89851600,0,3275.5126
58,1641994500000,1641994799999,ETHUSDT,5m,728907573,728914872,3334.09000000,3345.2,3352.21000000,3334.00000000,5116.00310000,7300,True,17118744.86954600,2626.46010000,8787789.77087200,0,3277.0833999999995
59,1641994800000,1641995099999,ETHUSDT,5m,728914873,728925602,3345.21000000,3364.77,3369.42000000,3345.20000000,5239.20110000,10730,True,17610065.28453600,2555.31340000,8585520.21252600,0,3279.2272000000003
60,1641995100000,1641995399999,ETHUSDT,5m,728925603,728932807,3364.32000000,3364.08,3370.00000000,3357.08000000,3759.19180000,7205,True,12643244.78348400,2237.19550000,7524526.60937300,0,3281.5234
61,1641995400000,1641995699999,ETHUSDT,5m,728932808,728939636,3364.08000000,3375.55,3377.27000000,3358.00000000,3913.03290000,6829,True,13175089.19133800,1753.71570000,5904090.24636100,0,3284.0943999999995
62,1641995700000,1641995999999,ETHUSDT,5m,728939637,728946160,3375.56000000,3370.39,3376.09000000,3364.36000000,4774.44840000,6524,True,16097258.52347000,1517.19400000,5114227.48099700,0,3286.5124
63,1641996000000,1641996299999,ETHUSDT,5m,728946161,728953786,3370.38000000,3352.99,3374.52000000,3349.02000000,6680.45620000,7626,True,22416400.27789100,4240.22710000,14224011.76232300,0,3288.5556
64,1641996300000,1641996599999,ETHUSDT,5m,728953787,728957789,3353.00000000,3359.06,3360.60000000,3351.93000000,2201.71530000,4003,True,7388344.25352500,1143.38440000,3837340.88076400,0,3290.5047999999997
65,1641996600000,1641996899999,ETHUSDT,5m,728957790,728961048,3359.07000000,3355.96,3360.47000000,3352.00000000,2243.44020000,3259,True,7528709.72879500,911.99020000,3060684.92936300,0,3292.5402000000004
66,1641996900000,1641997199999,ETHUSDT,5m,728961049,728964787,3355.96000000,3361.81,3367.05000000,3355.93000000,2619.41250000,3739,True,8805985.64977800,1237.56730000,4160612.30833300,0,3294.4162
67,1641997200000,1641997499999,ETHUSDT,5m,728964788,728968250,3361.80000000,3361.46,3366.35000000,3359.00000000,2005.51160000,3463,True,6742499.44184100,950.77600000,3196475.75906400,0,3296.3154
68,1641997500000,1641997799999,ETHUSDT,5m,728968251,728971497,3361.46000000,3365.08,3366.00000000,3360.00000000,1786.35600000,3247,True,6007111.20791100,835.23680000,2808627.29815300,0,3298.4716
69,1641997800000,1641998099999,ETHUSDT,5m,728971498,728976390,3365.07000000,3370.07,3373.84000000,3363.63000000,3087.84380000,4893,True,10400142.35715900,1663.11230000,5601549.93312500,0,3300.637
70,1641998100000,1641998399999,ETHUSDT,5m,728976391,728980207,3370.07000000,3372.68,3373.99000000,3357.40000000,2343.44410000,3817,True,7885093.85667500,921.33670000,3101110.78862200,0,3302.8907999999997
71,1641998400000,1641998699999,ETHUSDT,5m,728980208,728984244,3372.67000000,3362.83,3377.31000000,3357.68000000,1836.96210000,4037,True,6181432.26376000,792.30330000,2665389.39366200,0,3305.1284
72,1641998700000,1641998999999,ETHUSDT,5m,728984245,728987807,3362.83000000,3367.12,3370.98000000,3362.83000000,2250.78740000,3563,True,7578461.95777200,1079.05020000,3633166.39552300,0,3307.4308
73,1641999000000,1641999299999,ETHUSDT,5m,728987808,728993459,3367.12000000,3376.89,3383.21000000,3366.01000000,3088.90790000,5652,True,10430726.50453100,1635.73770000,5523404.97634700,0,3310.0004
74,1641999300000,1641999599999,ETHUSDT,5m,728993460,728996876,3376.89000000,3375.84,3378.87000000,3372.58000000,1600.58330000,3417,True,5402471.64802600,925.56050000,3124163.40669900,0,3312.3572000000004
75,1641999600000,1641999899999,ETHUSDT,5m,728996877,729000398,3375.87000000,3372.81,3378.63000000,3370.90000000,1692.90750000,3522,True,5714284.21671000,715.20840000,2413902.00608000,0,3314.7660000000005
76,1641999900000,1642000199999,ETHUSDT,5m,729000399,729003499,3372.80000000,3379.0,3379.38000000,3367.34000000,1593.17150000,3101,True,5371244.07760000,737.11020000,2484730.88257900,0,3317.3832
77,1642000200000,1642000499999,ETHUSDT,5m,729003500,729007391,3379.00000000,3383.72,3386.66000000,3378.01000000,1595.66610000,3892,True,5396602.50418700,792.15980000,2678986.24366000,0,3320.0544
78,1642000500000,1642000799999,ETHUSDT,5m,729007392,729011293,3383.71000000,3379.6,3388.02000000,3379.05000000,1925.75740000,3902,True,6518314.71470700,739.14560000,2501308.16423700,0,3322.5892
79,1642000800000,1642001099999,ETHUSDT,5m,729011294,729015112,3379.60000000,3374.94,3383.15000000,3373.60000000,1429.29170000,3819,True,4828127.93558000,679.26200000,2294796.58769400,0,3325.071
80,1642001100000,1642001399999,ETHUSDT,5m,729015113,729017657,3374.94000000,3375.98,3377.70000000,3371.29000000,1454.69760000,2545,True,4909078.13858100,970.34940000,3274541.31064800,0,3327.5214
81,1642001400000,1642001699999,ETHUSDT,5m,729017658,729022487,3375.98000000,3363.41,3378.53000000,3359.05000000,2640.66490000,4830,True,8884051.04987400,1333.92590000,4487107.87941500,0,3329.6622
82,1642001700000,1642001999999,ETHUSDT,5m,729022488,729026793,3363.41000000,3355.14,3365.87000000,3354.20000000,2257.01420000,4306,True,7584093.37909600,1244.84080000,4183506.35143500,0,3331.7459999999996
83,1642002000000,1642002299999,ETHUSDT,5m,729026794,729031175,3355.14000000,3358.78,3361.96000000,3350.99000000,2279.73830000,4382,True,7650344.60060700,1170.49910000,3928424.61464900,0,3333.8895999999995
84,1642002300000,1642002599999,ETHUSDT,5m,729031176,729034364,3358.77000000,3360.22,3364.93000000,3358.60000000,1229.63020000,3189,True,4133428.72800200,650.07540000,2185177.93392400,0,3335.6616
85,1642002600000,1642002899999,ETHUSDT,5m,729034365,729037394,3360.22000000,3361.04,3364.76000000,3356.87000000,1132.17880000,3030,True,3805194.26178200,559.58150000,1880590.54095900,0,3337.3938
86,1642002900000,1642003199999,ETHUSDT,5m,729037395,729040353,3361.04000000,3361.76,3364.89000000,3354.09000000,1050.83290000,2959,True,3530215.37243200,554.65560000,1863466.86245500,0,3339.0096000000003
87,1642003200000,1642003499999,ETHUSDT,5m,729040354,729044025,3361.75000000,3364.01,3372.63000000,3361.75000000,1651.77160000,3672,True,5562582.41732900,1009.80540000,3400921.25751500,0,3340.7277999999997
88,1642003500000,1642003799999,ETHUSDT,5m,729044026,729048503,3364.00000000,3353.16,3367.89000000,3349.18000000,2967.95750000,4478,True,9954010.52834500,1363.69120000,4573674.23682800,0,3342.3407999999995
89,1642003800000,1642004099999,ETHUSDT,5m,729048504,729051238,3353.17000000,3351.15,3358.73000000,3350.65000000,1138.96120000,2735,True,3820361.87517300,454.23970000,1523664.41263400,0,3343.7184
90,1642004100000,1642004399999,ETHUSDT,5m,729051239,729057798,3351.16000000,3347.02,3354.79000000,3336.34000000,3880.25930000,6560,True,12978101.61144500,1932.60050000,6462617.22086700,0,3345.0856
91,1642004400000,1642004699999,ETHUSDT,5m,729057799,729060664,3347.01000000,3354.7,3355.70000000,3345.72000000,1297.60560000,2866,True,4348621.19056200,626.20420000,2098706.13373100,0,3346.605
92,1642004700000,1642004999999,ETHUSDT,5m,729060665,729063191,3354.70000000,3357.78,3363.78000000,3354.08000000,1092.20700000,2527,True,3669771.49722300,591.40360000,1987383.14838900,0,3347.9432
93,1642005000000,1642005299999,ETHUSDT,5m,729063192,729066733,3357.77000000,3361.33,3375.59000000,3356.35000000,1938.41470000,3542,True,6524277.47273400,1208.53960000,4068440.46862400,0,3349.1290000000004
94,1642005300000,1642005599999,ETHUSDT,5m,729066734,729068984,3361.41000000,3365.51,3370.00000000,3360.32000000,1732.12420000,2251,True,5833022.42496800,861.22770000,2899465.81969300,0,3350.533
95,1642005600000,1642005899999,ETHUSDT,5m,729068985,729071312,3365.50000000,3364.59,3370.11000000,3362.59000000,1184.35630000,2328,True,3987400.79633500,602.65870000,2029046.38190900,0,3351.5378
96,1642005900000,1642006199999,ETHUSDT,5m,729071313,729073504,3364.31000000,3366.99,3370.85000000,3361.16000000,944.44090000,2192,True,3180911.84254800,465.21990000,1566964.49521100,0,3352.603
97,1642006200000,1642006499999,ETHUSDT,5m,729073505,729075619,3366.99000000,3371.11,3372.46000000,3365.00000000,1014.11180000,2115,True,3417100.24709800,398.62800000,1343080.56010200,0,3354.0018
98,1642006500000,1642006799999,ETHUSDT,5m,729075620,729077298,3371.12000000,3370.08,3372.46000000,3367.15000000,608.46490000,1679,True,2050663.15343300,323.60070000,1090567.07075700,0,3355.4312
99,1642006800000,1642007099999,ETHUSDT,5m,729077299,729079202,3370.08000000,3367.99,3371.01000000,3365.55000000,591.83940000,1904,True,1993196.01324800,282.40810000,951054.72489000,0,3356.698
100,1642007100000,1642007399999,ETHUSDT,5m,729079203,729081514,3368.00000000,3362.58,3368.80000000,3359.50000000,1582.78360000,2312,True,5321084.79954800,1117.94780000,3758148.72677600,0,3357.6176
101,1642007400000,1642007699999,ETHUSDT,5m,729081515,729083184,3362.58000000,3364.57,3366.50000000,3359.34000000,549.30140000,1670,True,1847399.75949900,301.22600000,1013011.26603200,0,3358.5512
102,1642007700000,1642007999999,ETHUSDT,5m,729083185,729085256,3364.56000000,3376.1,3377.26000000,3364.56000000,669.92250000,2072,True,2257954.67157000,396.19230000,1335411.15841500,0,3359.8884
103,1642008000000,1642008299999,ETHUSDT,5m,729085257,729087402,3376.10000000,3373.96,3378.53000000,3372.75000000,1039.81020000,2146,True,3509966.94711900,548.01180000,1849959.49240400,0,3361.2562
104,1642008300000,1642008599999,ETHUSDT,5m,729087403,729089552,3373.96000000,3375.63,3378.43000000,3373.40000000,1216.71820000,2150,True,4106953.56576600,720.72000000,2432683.19065200,0,3362.6825999999996
105,1642008600000,1642008899999,ETHUSDT,5m,729089553,729091829,3375.63000000,3379.53,3381.13000000,3375.07000000,1069.46570000,2277,True,3613307.00610000,682.64970000,2306266.86758800,0,3364.1342000000004
106,1642008900000,1642009199999,ETHUSDT,5m,729091830,729095049,3379.53000000,3372.48,3388.01000000,3371.44000000,2127.47740000,3220,True,7193582.16998600,858.84860000,2903818.29957500,0,3365.2508000000003
107,1642009200000,1642009499999,ETHUSDT,5m,729095050,729097132,3372.48000000,3372.81,3377.55000000,3369.60000000,1611.83210000,2083,True,5435685.76133400,953.18310000,3213671.13146900,0,3366.0251999999996
108,1642009500000,1642009799999,ETHUSDT,5m,729097133,729098938,3372.82000000,3376.69,3378.52000000,3372.68000000,634.59040000,1806,True,2142202.97465500,392.51080000,1324965.82299000,0,3366.655
109,1642009800000,1642010099999,ETHUSDT,5m,729098939,729100810,3376.68000000,3379.01,3384.88000000,3376.24000000,792.69960000,1872,True,2681149.58740300,481.22880000,1627749.50525300,0,3366.9397999999997
110,1642010100000,1642010399999,ETHUSDT,5m,729100811,729102460,3379.14000000,3381.44,3384.40000000,3377.56000000,699.45650000,1650,True,2365523.62401400,363.68960000,1229978.71292400,0,3367.2870000000003
111,1642010400000,1642010699999,ETHUSDT,5m,729102461,729104826,3381.44000000,3375.79,3384.37000000,3374.17000000,666.51680000,2366,True,2251668.01373600,367.64300000,1242085.34799700,0,3367.2918000000004
112,1642010700000,1642010999999,ETHUSDT,5m,729104827,729106594,3375.79000000,3375.99,3380.65000000,3375.67000000,490.15230000,1768,True,1655701.12568900,280.28530000,946771.39616900,0,3367.4038
113,1642011000000,1642011299999,ETHUSDT,5m,729106595,729108376,3375.99000000,3371.97,3376.72000000,3370.00000000,597.89830000,1782,True,2016553.32354800,258.32300000,871156.88660100,0,3367.7834000000003
114,1642011300000,1642011599999,ETHUSDT,5m,729108377,729110093,3371.97000000,3372.11,3373.51000000,3368.45000000,502.41730000,1717,True,1693648.03297900,192.81330000,649942.55975000,0,3368.0444
115,1642011600000,1642011899999,ETHUSDT,5m,729110094,729112743,3372.16000000,3379.78,3379.80000000,3365.10000000,1161.76670000,2650,True,3916661.66096400,518.75380000,1748896.65742700,0,3368.5208
116,1642011900000,1642012199999,ETHUSDT,5m,729112744,729116719,3379.79000000,3388.29,3392.76000000,3379.78000000,1606.87420000,3976,True,5444311.66757800,1019.13290000,3452564.50697900,0,3369.0503999999996
117,1642012200000,1642012499999,ETHUSDT,5m,729116720,729119313,3388.28000000,3383.1,3392.94000000,3382.08000000,1157.74250000,2594,True,3921727.78498900,438.04560000,1483971.35059700,0,3369.4832
118,1642012500000,1642012799999,ETHUSDT,5m,729119314,729121302,3383.11000000,3376.16,3383.13000000,3375.03000000,1895.55870000,1989,True,6403859.82162300,1147.51770000,3875937.78083300,0,3369.7048000000004
119,1642012800000,1642013099999,ETHUSDT,5m,729121303,729123020,3376.16000000,3372.01,3377.29000000,3371.20000000,638.35950000,1718,True,2153796.38322100,273.00300000,921203.09264100,0,3369.7436
120,1642013100000,1642013399999,ETHUSDT,5m,729123021,729124952,3372.00000000,3371.12,3373.44000000,3368.54000000,993.69130000,1932,True,3350209.85976100,617.11980000,2080751.71650200,0,3369.7124000000003
121,1642013400000,1642013699999,ETHUSDT,5m,729124953,729126974,3371.12000000,3369.85,3373.02000000,3366.65000000,839.95860000,2022,True,2830524.57566300,412.84980000,1391256.72853200,0,3369.8527999999997
122,1642013700000,1642013999999,ETHUSDT,5m,729126975,729128768,3369.85000000,3372.25,3374.48000000,3367.77000000,788.69960000,1794,True,2659215.47367400,494.85130000,1668546.93892500,0,3369.9554
123,1642014000000,1642014299999,ETHUSDT,5m,729128769,729130972,3372.25000000,3366.51,3374.52000000,3365.02000000,828.80940000,2204,True,2792157.55225100,432.56820000,1457276.11052800,0,3369.7478
124,1642014300000,1642014599999,ETHUSDT,5m,729130973,729132692,3366.52000000,3364.0,3369.35000000,3364.00000000,545.93330000,1720,True,1837672.54488100,213.96770000,720234.79486700,0,3369.511
125,1642014600000,1642014899999,ETHUSDT,5m,729132693,729134808,3364.01000000,3367.81,3368.27000000,3362.02000000,1031.04080000,2116,True,3470016.24437400,546.63270000,1839841.04097400,0,3369.4109999999996
126,1642014900000,1642015199999,ETHUSDT,5m,729134809,729136470,3367.81000000,3367.12,3374.13000000,3365.93000000,569.48520000,1662,True,1919369.41196500,312.33180000,1052650.45651700,0,3369.1733999999997
127,1642015200000,1642015499999,ETHUSDT,5m,729136471,729138086,3367.12000000,3371.42,3375.00000000,3366.32000000,631.32720000,1616,True,2128921.64314500,349.36260000,1178035.09134100,0,3368.9274
128,1642015500000,1642015799999,ETHUSDT,5m,729138087,729139787,3371.42000000,3379.37,3380.00000000,3370.00000000,640.91110000,1701,True,2163517.70147400,355.08610000,1198544.18613500,0,3368.9228000000003
129,1642015800000,1642016099999,ETHUSDT,5m,729139788,729141301,3379.38000000,3374.83,3379.38000000,3371.00000000,523.14520000,1514,True,1765747.47292600,208.88170000,705050.43333700,0,3368.9206
130,1642016100000,1642016399999,ETHUSDT,5m,729141302,729142643,3374.82000000,3378.84,3379.06000000,3374.82000000,354.42130000,1342,True,1196905.96273200,228.22150000,770739.52625500,0,3368.9778
131,1642016400000,1642016699999,ETHUSDT,5m,729142644,729144047,3378.84000000,3371.78,3379.06000000,3371.26000000,386.82900000,1404,True,1305612.51312000,237.92250000,803048.68398500,0,3369.1452000000004
132,1642016700000,1642016999999,ETHUSDT,5m,729144048,729145463,3371.79000000,3373.63,3377.61000000,3371.47000000,522.94850000,1416,True,1764622.87968100,318.56690000,1074975.09697700,0,3369.515
133,1642017000000,1642017299999,ETHUSDT,5m,729145464,729147259,3374.03000000,3380.71,3383.96000000,3372.50000000,815.64250000,1796,True,2756302.12723700,494.06000000,1669447.75686500,0,3369.9536000000003
134,1642017300000,1642017599999,ETHUSDT,5m,729147260,729148838,3380.71000000,3382.02,3383.99000000,3378.61000000,519.81500000,1579,True,1757795.83745700,342.88560000,1159479.14308300,0,3370.3896000000004
135,1642017600000,1642017899999,ETHUSDT,5m,729148839,729151115,3382.01000000,3381.01,3383.99000000,3373.26000000,841.51460000,2277,True,2843551.51992300,342.40770000,1157336.85985400,0,3370.789
136,1642017900000,1642018199999,ETHUSDT,5m,729151116,729152473,3381.01000000,3376.17,3381.84000000,3375.61000000,310.50790000,1358,True,1049207.22695800,157.35650000,531726.19918400,0,3371.0771999999997
137,1642018200000,1642018499999,ETHUSDT,5m,729152474,729154069,3376.16000000,3379.2,3381.90000000,3375.99000000,658.14640000,1596,True,2224251.79313700,314.95620000,1064233.57314000,0,3371.3810000000003
138,1642018500000,1642018799999,ETHUSDT,5m,729154070,729155670,3379.58000000,3380.1,3382.89000000,3377.57000000,483.98060000,1601,True,1636174.36689600,249.08040000,842082.14306900,0,3371.9198000000006
139,1642018800000,1642019099999,ETHUSDT,5m,729155671,729157201,3380.10000000,3376.27,3381.39000000,3375.99000000,493.31020000,1531,True,1666732.30715900,240.72030000,813283.36750500,0,3372.4221999999995
140,1642019100000,1642019399999,ETHUSDT,5m,729157202,729158745,3376.28000000,3372.99,3376.95000000,3371.47000000,420.38040000,1544,True,1418241.86948200,232.45940000,784252.75217100,0,3372.9415999999997
141,1642019400000,1642019699999,ETHUSDT,5m,729158746,729160248,3372.99000000,3370.37,3375.14000000,3370.08000000,392.06330000,1503,True,1322372.90102700,226.02960000,762399.96704500,0,3373.255
142,1642019700000,1642019999999,ETHUSDT,5m,729160249,729161807,3370.36000000,3366.92,3373.96000000,3366.00000000,481.62400000,1559,True,1623049.61135400,223.34420000,752792.31285600,0,3373.4377999999997
143,1642020000000,1642020299999,ETHUSDT,5m,729161808,729163309,3366.91000000,3371.69,3372.11000000,3366.37000000,394.13740000,1502,True,1327515.73725000,231.49700000,779705.96963300,0,3373.645
144,1642020300000,1642020599999,ETHUSDT,5m,729163310,729165077,3371.68000000,3378.73,3379.75000000,3370.02000000,663.24750000,1768,True,2238826.41676600,425.03480000,1434845.26213600,0,3373.9094
145,1642020600000,1642020899999,ETHUSDT,5m,729165078,729168615,3378.73000000,3388.51,3393.10000000,3378.72000000,1616.49720000,3538,True,5474919.39214500,967.25510000,3275783.14994400,0,3374.3877999999995
146,1642020900000,1642021199999,ETHUSDT,5m,729168616,729170670,3388.51000000,3381.98,3389.67000000,3378.72000000,821.55830000,2055,True,2779794.63004700,370.60100000,1253850.38793900,0,3374.6876
147,1642021200000,1642021499999,ETHUSDT,5m,729170671,729172047,3381.99000000,3379.92,3384.94000000,3379.52000000,478.13570000,1377,True,1617230.08612000,241.84530000,818026.43427300,0,3374.8638
148,1642021500000,1642021799999,ETHUSDT,5m,729172048,729173415,3379.93000000,3384.39,3384.39000000,3378.21000000,505.58090000,1368,True,1709353.55728900,246.91920000,834843.93007000,0,3375.15
149,1642021800000,1642022099999,ETHUSDT,5m,729173416,729174677,3384.38000000,3387.5,3389.09000000,3383.70000000,379.80180000,1262,True,1286077.71451900,197.79300000,669679.17695000,0,3375.5402000000004
150,1642022100000,1642022399999,ETHUSDT,5m,729174678,729176415,3387.51000000,3393.32,3393.86000000,3387.00000000,834.26170000,1738,True,2828487.23428400,399.98250000,1356324.64131100,0,3376.155
151,1642022400000,1642022699999,ETHUSDT,5m,729176416,729183132,3393.32000000,3406.42,3411.43000000,3389.67000000,3383.79130000,6717,True,11504275.59660200,2403.84540000,8173058.90143500,0,3376.9919999999997
152,1642022700000,1642022999999,ETHUSDT,5m,729183133,729189428,3406.42000000,3394.99,3408.29000000,3393.43000000,1953.91710000,6296,True,6648720.48576800,1134.80370000,3862058.08643700,0,3377.3698000000004
153,1642023000000,1642023299999,ETHUSDT,5m,729189429,729193934,3395.00000000,3378.41,3395.08000000,3374.41000000,2050.08820000,4506,True,6935697.45714200,754.39560000,2552071.03216900,0,3377.4588
154,1642023300000,1642023599999,ETHUSDT,5m,729193935,729197010,3378.41000000,3373.27,3378.42000000,3370.41000000,1395.68270000,3076,True,4708093.05462400,610.29040000,2058771.48774200,0,3377.4116000000004
155,1642023600000,1642023899999,ETHUSDT,5m,729197011,729198820,3373.73000000,3370.9,3374.75000000,3370.00000000,705.79930000,1810,True,2379923.80569400,358.40070000,1208549.01640000,0,3377.2389999999996
156,1642023900000,1642024199999,ETHUSDT,5m,729198821,729200770,3371.51000000,3374.22,3374.99000000,3368.43000000,865.39130000,1950,True,2917409.75770800,388.75350000,1310754.83131400,0,3377.2738
157,1642024200000,1642024499999,ETHUSDT,5m,729200771,729202706,3374.28000000,3374.13,3377.90000000,3367.25000000,735.80170000,1936,True,2481605.64347100,434.98440000,1467421.33597200,0,3377.3002
158,1642024500000,1642024799999,ETHUSDT,5m,729202707,729204504,3373.90000000,3366.63,3375.77000000,3365.00000000,780.68510000,1798,True,2630751.84402100,301.96680000,1017868.37120400,0,3377.099
159,1642024800000,1642025099999,ETHUSDT,5m,729204505,729206681,3366.63000000,3366.0,3371.16000000,3365.40000000,691.73820000,2177,True,2330165.96412800,304.55420000,1025833.71452100,0,3376.8388
